Quarter,Garda Division,Type of Offence,VALUE
2007Q1,Sligo-Leitrim Garda Division,Sexual offences,10.0
2007Q1,Sligo-Leitrim Garda Division,Theft and related offences,295.0
2007Q1,Sligo-Leitrim Garda Division,Weapons and explosives offences,13.0
2007Q2,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",108.0
2007Q2,Sligo-Leitrim Garda Division,Burglary and related offences,106.0
2007Q2,Sligo-Leitrim Garda Division,Controlled drug offences,78.0
2007Q2,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,226.0
2007Q2,Sligo-Leitrim Garda Division,Dangerous or negligent acts,767.0
2007Q2,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",29.0
2007Q2,Sligo-Leitrim Garda Division,Homicide & related offences,0.0
2007Q2,Sligo-Leitrim Garda Division,Kidnapping and related offences,0.0
2007Q2,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",20.0
2007Q2,Sligo-Leitrim Garda Division,Offences not elsewhere classified,23.0
2007Q2,Sligo-Leitrim Garda Division,Public order and other social code offences,236.0
2007Q2,Sligo-Leitrim Garda Division,Road and traffic offences,562.0
2007Q2,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",2.0
2007Q2,Sligo-Leitrim Garda Division,Sexual offences,5.0
2007Q2,Sligo-Leitrim Garda Division,Theft and related offences,274.0
2007Q2,Sligo-Leitrim Garda Division,Weapons and explosives offences,16.0
2007Q3,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",84.0
2007Q3,Sligo-Leitrim Garda Division,Burglary and related offences,74.0
2007Q3,Sligo-Leitrim Garda Division,Controlled drug offences,52.0
2007Q3,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,222.0
2007Q3,Sligo-Leitrim Garda Division,Dangerous or negligent acts,468.0
2007Q3,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",39.0
2007Q3,Sligo-Leitrim Garda Division,Homicide & related offences,1.0
