Year,Garda Division,Type of Offence,VALUE
2025,Cork City Garda Division,Controlled drug offences,559.0
2025,Cork City Garda Division,Damage to property and to the environment  offences,761.0
2025,Cork City Garda Division,Dangerous or negligent acts,683.0
2025,Cork City Garda Division,"Fraud, deception and related offences",0.0
2025,Cork City Garda Division,Homicide & related offences,1.0
2025,Cork City Garda Division,Kidnapping and related offences,4.0
2025,Cork City Garda Division,"Offences against government, justice procedures and organisation of crime",378.0
2025,Cork City Garda Division,Offences not elsewhere classified,66.0
2025,Cork City Garda Division,Public order and other social code offences,1369.0
2025,Cork City Garda Division,Road and traffic offences,1443.0
2025,Cork City Garda Division,"Robbery, extortion and hijacking offences",66.0
2025,Cork City Garda Division,Sexual offences,154.0
2025,Cork City Garda Division,Theft and related offences,3353.0
2025,Cork City Garda Division,Weapons and explosives offences,128.0
