Year,Garda Division,Type of Offence,VALUE,Population
2015,Laois-Offaly Garda Division,Weapons and explosives offences,71.0,162658
2015,Limerick Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",785.0,194899
2015,Limerick Garda Division,Burglary and related offences,1103.0,194899
2015,Limerick Garda Division,Controlled drug offences,682.0,194899
2015,Limerick Garda Division,Damage to property and to the environment  offences,1655.0,194899
2015,Limerick Garda Division,Dangerous or negligent acts,4250.0,194899
2015,Limerick Garda Division,"Fraud, deception and related offences",275.0,194899
2015,Limerick Garda Division,Homicide & related offences,6.0,194899
2015,Limerick Garda Division,Kidnapping and related offences,6.0,194899
2015,Limerick Garda Division,"Offences against government, justice procedures and organisation of crime",1267.0,194899
2015,Limerick Garda Division,Offences not elsewhere classified,287.0,194899
2015,Limerick Garda Division,Public order and other social code offences,1762.0,194899
2015,Limerick Garda Division,Road and traffic offences,6102.0,194899
2015,Limerick Garda Division,"Robbery, extortion and hijacking offences",81.0,194899
2015,Limerick Garda Division,Sexual offences,123.0,194899
2015,Limerick Garda Division,Theft and related offences,3952.0,194899
2015,Limerick Garda Division,Weapons and explosives offences,141.0,194899
2015,Louth Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",521.0,128884
2015,Louth Garda Division,Burglary and related offences,1072.0,128884
2015,Louth Garda Division,Controlled drug offences,243.0,128884
2015,Louth Garda Division,Damage to property and to the environment  offences,1062.0,128884
2015,Louth Garda Division,Dangerous or negligent acts,1121.0,128884
2015,Louth Garda Division,"Fraud, deception and related offences",181.0,128884
2015,Louth Garda Division,Homicide & related offences,3.0,128884
2015,Louth Garda Division,Kidnapping and related offences,6.0,128884
2015,Louth Garda Division,"Offences against government, justice procedures and organisation of crime",195.0,128884
2015,Louth Garda Division,Offences not elsewhere classified,76.0,128884
2015,Louth Garda Division,Public order and other social code offences,657.0,128884
2015,Louth Garda Division,Road and traffic offences,1536.0,128884
2015,Louth Garda Division,"Robbery, extortion and hijacking offences",89.0,128884
2015,Louth Garda Division,Sexual offences,59.0,128884
2015,Louth Garda Division,Theft and related offences,2335.0,128884
2015,Louth Garda Division,Weapons and explosives offences,67.0,128884
2015,Mayo Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",375.0,130507
2015,Mayo Garda Division,Burglary and related offences,312.0,130507
2015,Mayo Garda Division,Controlled drug offences,131.0,130507
2015,Mayo Garda Division,Damage to property and to the environment  offences,453.0,130507
2015,Mayo Garda Division,Dangerous or negligent acts,680.0,130507
2015,Mayo Garda Division,"Fraud, deception and related offences",85.0,130507
2015,Mayo Garda Division,Homicide & related offences,3.0,130507
2015,Mayo Garda Division,Kidnapping and related offences,8.0,130507
2015,Mayo Garda Division,"Offences against government, justice procedures and organisation of crime",68.0,130507
2015,Mayo Garda Division,Offences not elsewhere classified,110.0,130507
2015,Mayo Garda Division,Public order and other social code offences,840.0,130507
2015,Mayo Garda Division,Road and traffic offences,1176.0,130507
2015,Mayo Garda Division,"Robbery, extortion and hijacking offences",10.0,130507
2015,Mayo Garda Division,Sexual offences,60.0,130507
2015,Mayo Garda Division,Theft and related offences,853.0,130507
2015,Mayo Garda Division,Weapons and explosives offences,31.0,130507
2015,Meath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",497.0,195044
2015,Meath Garda Division,Burglary and related offences,883.0,195044
2015,Meath Garda Division,Controlled drug offences,231.0,195044
2015,Meath Garda Division,Damage to property and to the environment  offences,595.0,195044
2015,Meath Garda Division,Dangerous or negligent acts,1089.0,195044
2015,Meath Garda Division,"Fraud, deception and related offences",146.0,195044
2015,Meath Garda Division,Homicide & related offences,6.0,195044
2015,Meath Garda Division,Kidnapping and related offences,1.0,195044
2015,Meath Garda Division,"Offences against government, justice procedures and organisation of crime",212.0,195044
2015,Meath Garda Division,Offences not elsewhere classified,66.0,195044
2015,Meath Garda Division,Public order and other social code offences,628.0,195044
2015,Meath Garda Division,Road and traffic offences,1267.0,195044
2015,Meath Garda Division,"Robbery, extortion and hijacking offences",53.0,195044
2015,Meath Garda Division,Sexual offences,65.0,195044
2015,Meath Garda Division,Theft and related offences,2053.0,195044
2015,Meath Garda Division,Weapons and explosives offences,46.0,195044
2015,Roscommon-Longford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",401.0,105417
2015,Roscommon-Longford Garda Division,Burglary and related offences,378.0,105417
2015,Roscommon-Longford Garda Division,Controlled drug offences,196.0,105417
2015,Roscommon-Longford Garda Division,Damage to property and to the environment  offences,379.0,105417
2015,Roscommon-Longford Garda Division,Dangerous or negligent acts,758.0,105417
2015,Roscommon-Longford Garda Division,"Fraud, deception and related offences",71.0,105417
2015,Roscommon-Longford Garda Division,Homicide & related offences,2.0,105417
2015,Roscommon-Longford Garda Division,Kidnapping and related offences,4.0,105417
2015,Roscommon-Longford Garda Division,"Offences against government, justice procedures and organisation of crime",107.0,105417
2015,Roscommon-Longford Garda Division,Offences not elsewhere classified,85.0,105417
2015,Roscommon-Longford Garda Division,Public order and other social code offences,407.0,105417
2015,Roscommon-Longford Garda Division,Road and traffic offences,1720.0,105417
2015,Roscommon-Longford Garda Division,"Robbery, extortion and hijacking offences",21.0,105417
2015,Roscommon-Longford Garda Division,Sexual offences,51.0,105417
2015,Roscommon-Longford Garda Division,Theft and related offences,790.0,105417
2015,Roscommon-Longford Garda Division,Weapons and explosives offences,42.0,105417
2015,Sligo-Leitrim Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",310.0,97579
2015,Sligo-Leitrim Garda Division,Burglary and related offences,326.0,97579
2015,Sligo-Leitrim Garda Division,Controlled drug offences,156.0,97579
2015,Sligo-Leitrim Garda Division,Damage to property and to the environment  offences,508.0,97579
2015,Sligo-Leitrim Garda Division,Dangerous or negligent acts,1160.0,97579
2015,Sligo-Leitrim Garda Division,"Fraud, deception and related offences",102.0,97579
2015,Sligo-Leitrim Garda Division,Homicide & related offences,4.0,97579
2015,Sligo-Leitrim Garda Division,Kidnapping and related offences,4.0,97579
2015,Sligo-Leitrim Garda Division,"Offences against government, justice procedures and organisation of crime",180.0,97579
2015,Sligo-Leitrim Garda Division,Offences not elsewhere classified,69.0,97579
2015,Sligo-Leitrim Garda Division,Public order and other social code offences,683.0,97579
2015,Sligo-Leitrim Garda Division,Road and traffic offences,906.0,97579
2015,Sligo-Leitrim Garda Division,"Robbery, extortion and hijacking offences",15.0,97579
2015,Sligo-Leitrim Garda Division,Sexual offences,40.0,97579
2015,Sligo-Leitrim Garda Division,Theft and related offences,661.0,97579
2015,Sligo-Leitrim Garda Division,Weapons and explosives offences,41.0,97579
2015,Tipperary Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",457.0,159553
2015,Tipperary Garda Division,Burglary and related offences,518.0,159553
2015,Tipperary Garda Division,Controlled drug offences,497.0,159553
2015,Tipperary Garda Division,Damage to property and to the environment  offences,592.0,159553
2015,Tipperary Garda Division,Dangerous or negligent acts,1938.0,159553
2015,Tipperary Garda Division,"Fraud, deception and related offences",119.0,159553
2015,Tipperary Garda Division,Homicide & related offences,0.0,159553
2015,Tipperary Garda Division,Kidnapping and related offences,2.0,159553
2015,Tipperary Garda Division,"Offences against government, justice procedures and organisation of crime",198.0,159553
2015,Tipperary Garda Division,Offences not elsewhere classified,100.0,159553
2015,Tipperary Garda Division,Public order and other social code offences,929.0,159553
2015,Tipperary Garda Division,Road and traffic offences,2294.0,159553
2015,Tipperary Garda Division,"Robbery, extortion and hijacking offences",20.0,159553
2015,Tipperary Garda Division,Sexual offences,61.0,159553
2015,Tipperary Garda Division,Theft and related offences,1373.0,159553
2015,Tipperary Garda Division,Weapons and explosives offences,71.0,159553
2015,Waterford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",589.0,116176
2015,Waterford Garda Division,Burglary and related offences,821.0,116176
2015,Waterford Garda Division,Controlled drug offences,368.0,116176
2015,Waterford Garda Division,Damage to property and to the environment  offences,857.0,116176
2015,Waterford Garda Division,Dangerous or negligent acts,1457.0,116176
2015,Waterford Garda Division,"Fraud, deception and related offences",123.0,116176
2015,Waterford Garda Division,Homicide & related offences,0.0,116176
2015,Waterford Garda Division,Kidnapping and related offences,6.0,116176
2015,Waterford Garda Division,"Offences against government, justice procedures and organisation of crime",154.0,116176
2015,Waterford Garda Division,Offences not elsewhere classified,72.0,116176
2015,Waterford Garda Division,Public order and other social code offences,970.0,116176
2015,Waterford Garda Division,Road and traffic offences,1771.0,116176
2015,Waterford Garda Division,"Robbery, extortion and hijacking offences",33.0,116176
2015,Waterford Garda Division,Sexual offences,62.0,116176
2015,Waterford Garda Division,Theft and related offences,1853.0,116176
2015,Waterford Garda Division,Weapons and explosives offences,59.0,116176
2015,Westmeath Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",297.0,88770
2015,Westmeath Garda Division,Burglary and related offences,340.0,88770
2015,Westmeath Garda Division,Controlled drug offences,451.0,88770
2015,Westmeath Garda Division,Damage to property and to the environment  offences,462.0,88770
2015,Westmeath Garda Division,Dangerous or negligent acts,1635.0,88770
2015,Westmeath Garda Division,"Fraud, deception and related offences",104.0,88770
2015,Westmeath Garda Division,Homicide & related offences,2.0,88770
2015,Westmeath Garda Division,Kidnapping and related offences,5.0,88770
2015,Westmeath Garda Division,"Offences against government, justice procedures and organisation of crime",199.0,88770
2015,Westmeath Garda Division,Offences not elsewhere classified,43.0,88770
2015,Westmeath Garda Division,Public order and other social code offences,632.0,88770
2015,Westmeath Garda Division,Road and traffic offences,1516.0,88770
2015,Westmeath Garda Division,"Robbery, extortion and hijacking offences",24.0,88770
2015,Westmeath Garda Division,Sexual offences,28.0,88770
2015,Westmeath Garda Division,Theft and related offences,1125.0,88770
2015,Westmeath Garda Division,Weapons and explosives offences,48.0,88770
2015,Wexford Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",450.0,149722
2015,Wexford Garda Division,Burglary and related offences,1051.0,149722
2015,Wexford Garda Division,Controlled drug offences,278.0,149722
2015,Wexford Garda Division,Damage to property and to the environment  offences,831.0,149722
