Year,Garda Division,Type of Offence,VALUE
2024,Kilkenny-Carlow Garda Division,Kidnapping and related offences,6.0
2024,Kilkenny-Carlow Garda Division,"Offences against government, justice procedures and organisation of crime",211.0
2024,Kilkenny-Carlow Garda Division,Offences not elsewhere classified,41.0
2024,Kilkenny-Carlow Garda Division,Public order and other social code offences,803.0
2024,Kilkenny-Carlow Garda Division,Road and traffic offences,1252.0
2024,Kilkenny-Carlow Garda Division,"Robbery, extortion and hijacking offences",41.0
2024,Kilkenny-Carlow Garda Division,Sexual offences,95.0
2024,Kilkenny-Carlow Garda Division,Theft and related offences,1376.0
2024,Kilkenny-Carlow Garda Division,Weapons and explosives offences,64.0
2025,Kilkenny-Carlow Garda Division,"Attempts/threats to murder, assaults, harassments and related offences",495.0
2025,Kilkenny-Carlow Garda Division,Burglary and related offences,166.0
2025,Kilkenny-Carlow Garda Division,Controlled drug offences,366.0
2025,Kilkenny-Carlow Garda Division,Damage to property and to the environment  offences,365.0
2025,Kilkenny-Carlow Garda Division,Dangerous or negligent acts,1293.0
2025,Kilkenny-Carlow Garda Division,"Fraud, deception and related offences",0.0
2025,Kilkenny-Carlow Garda Division,Homicide & related offences,2.0
2025,Kilkenny-Carlow Garda Division,Kidnapping and related offences,0.0
2025,Kilkenny-Carlow Garda Division,"Offences against government, justice procedures and organisation of crime",165.0
2025,Kilkenny-Carlow Garda Division,Offences not elsewhere classified,34.0
2025,Kilkenny-Carlow Garda Division,Public order and other social code offences,598.0
2025,Kilkenny-Carlow Garda Division,Road and traffic offences,871.0
2025,Kilkenny-Carlow Garda Division,"Robbery, extortion and hijacking offences",30.0
2025,Kilkenny-Carlow Garda Division,Sexual offences,68.0
2025,Kilkenny-Carlow Garda Division,Theft and related offences,1133.0
2025,Kilkenny-Carlow Garda Division,Weapons and explosives offences,47.0
